Nodes,Edges,Graph Type,MST Weight,Prim Time (s),Kruskal Time (s)
190,14368,tree + 80% edges,179.0,0.05630993843078613,0.0621340274810791
190,14978,tree + 90% edges,169.0,0.03904867172241211,0.05223536491394043
192,18336,complete,1063,0.04792594909667969,0.10064315795898438
192,191,tree,1063,0.04972696304321289,0.07311320304870605
192,3492,tree + 10% edges,320.0,0.030055761337280273,0.015811681747436523
192,6161,tree + 20% edges,239.5,0.029808759689331055,0.024543046951293945
192,8347,tree + 30% edges,198.5,0.03051447868347168,0.030683517456054688
192,10131,tree + 40% edges,182.0,0.031131744384765625,0.03942728042602539
192,11636,tree + 50% edges,182.0,0.03869986534118652,0.051221609115600586
192,12942,tree + 60% edges,170.5,0.04553556442260742,0.04626655578613281
192,13710,tree + 70% edges,179.5,0.03299236297607422,0.062413692474365234
192,14669,tree + 80% edges,166.5,0.06926488876342773,0.05091571807861328
192,15322,tree + 90% edges,176.5,0.040040016174316406,0.05182051658630371
195,18915,complete,1063,0.048087120056152344,0.09646916389465332
195,194,tree,1063,0.029952049255371094,0.040158748626708984
195,3560,tree + 10% edges,379.0,0.026438474655151367,0.018733739852905273
195,6355,tree + 20% edges,255.5,0.030849218368530273,0.02426910400390625
195,8618,tree + 30% edges,217.0,0.032517194747924805,0.033319711685180664
195,10486,tree + 40% edges,193.0,0.03194928169250488,0.04258394241333008
195,11938,tree + 50% edges,176.0,0.06585836410522461,0.04497051239013672
195,13326,tree + 60% edges,185.0,0.03373384475708008,0.04498004913330078
195,14260,tree + 70% edges,170.0,0.036370277404785156,0.048178911209106445
195,15098,tree + 80% edges,174.5,0.0344696044921875,0.05142974853515625
195,15847,tree + 90% edges,170.0,0.06905722618103027,0.0582733154296875
122,7381,complete,796,0.017776012420654297,0.04069805145263672
122,121,tree,796,0.012128591537475586,0.016352176666259766
122,1424,tree + 10% edges,300.5,0.011694669723510742,0.008024215698242188
122,2524,tree + 20% edges,212.0,0.01159811019897461,0.009457111358642578
122,3380,tree + 30% edges,192.5,0.012207269668579102,0.011957645416259766
122,4174,tree + 40% edges,163.0,0.012610435485839844,0.014751434326171875
122,4679,tree + 50% edges,170.0,0.012925148010253906,0.017237424850463867
122,5201,tree + 60% edges,153.5,0.013307332992553711,0.017420053482055664
122,5587,tree + 70% edges,158.0,0.01887226104736328,0.028905630111694336
122,5934,tree + 80% edges,154.5,0.017405986785888672,0.021885156631469727
122,6168,tree + 90% edges,145.0,0.014869213104248047,0.021439790725708008
157,12246,complete,890,0.0295865535736084,0.06585931777954102
157,156,tree,890,0.02220940589904785,0.028897523880004883
157,2321,tree + 10% edges,335.0,0.019008398056030273,0.011568784713745117
157,4133,tree + 20% edges,249.5,0.020015478134155273,0.016304492950439453
157,5623,tree + 30% edges,191.0,0.0273439884185791,0.05585741996765137
157,6836,tree + 40% edges,172.5,0.024859189987182617,0.023813724517822266
157,7808,tree + 50% edges,150.0,0.021670103073120117,0.02631402015686035
157,8599,tree + 60% edges,175.0,0.0216217041015625,0.02757549285888672
157,9256,tree + 70% edges,164.0,0.02398514747619629,0.03166985511779785
157,9868,tree + 80% edges,165.0,0.024245262145996094,0.037938833236694336
157,10234,tree + 90% edges,167.5,0.026887893676757812,0.059804677963256836
148,10878,complete,910,0.03226447105407715,0.06135916709899902
148,147,tree,910,0.018184900283813477,0.026432514190673828
148,2068,tree + 10% edges,329.5,0.015972375869750977,0.008999347686767578
148,3671,tree + 20% edges,253.5,0.016243457794189453,0.014648675918579102
148,4958,tree + 30% edges,198.0,0.018104076385498047,0.017405986785888672
148,6068,tree + 40% edges,170.0,0.018018007278442383,0.020742416381835938
148,6990,tree + 50% edges,150.0,0.01886296272277832,0.028040170669555664
148,7659,tree + 60% edges,170.5,0.0249788761138916,0.03257465362548828
148,8196,tree + 70% edges,160.5,0.025630950927734375,0.034848690032958984
148,8655,tree + 80% edges,177.0,0.02020740509033203,0.027354001998901367
148,9084,tree + 90% edges,180.5,0.02129387855529785,0.03118300437927246
143,10153,complete,873,0.024860620498657227,0.0513148307800293
143,142,tree,873,0.016141414642333984,0.025471210479736328
143,1955,tree + 10% edges,347.0,0.014561891555786133,0.008507728576660156
143,3448,tree + 20% edges,246.5,0.015546321868896484,0.01514434814453125
143,4668,tree + 30% edges,191.5,0.016373157501220703,0.016578197479248047
143,5660,tree + 40% edges,172.5,0.020154953002929688,0.02020740509033203
143,6501,tree + 50% edges,153.0,0.017624378204345703,0.021648168563842773
143,7148,tree + 60% edges,160.5,0.01854252815246582,0.02460002899169922
143,7688,tree + 70% edges,153.5,0.021671056747436523,0.0329442024230957
143,8148,tree + 80% edges,159.0,0.019307613372802734,0.029466629028320312
143,8507,tree + 90% edges,163.5,0.0199434757232666,0.033093929290771484
121,7260,complete,809,0.019937753677368164,0.037201642990112305
121,120,tree,809,0.012891054153442383,0.015614986419677734
121,1409,tree + 10% edges,317.5,0.010634899139404297,0.009725332260131836
121,2479,tree + 20% edges,235.5,0.011378288269042969,0.009791135787963867
121,3319,tree + 30% edges,183.5,0.011994361877441406,0.011735677719116211
121,4034,tree + 40% edges,170.0,0.014860391616821289,0.016799211502075195
121,4637,tree + 50% edges,162.0,0.018808841705322266,0.030437707901000977
121,5060,tree + 60% edges,139.5,0.01668834686279297,0.020688772201538086
121,5514,tree + 70% edges,147.5,0.013862371444702148,0.017864704132080078
121,5838,tree + 80% edges,128.0,0.013584613800048828,0.021198272705078125
121,6056,tree + 90% edges,162.5,0.015231609344482422,0.02034163475036621
111,6105,complete,751,0.014811038970947266,0.030539512634277344
111,110,tree,751,0.010855913162231445,0.016623258590698242
111,1209,tree + 10% edges,328.0,0.009975194931030273,0.005419731140136719
111,2086,tree + 20% edges,267.5,0.009849309921264648,0.007706165313720703
111,2806,tree + 30% edges,187.5,0.01000213623046875,0.009862422943115234
111,3414,tree + 40% edges,144.0,0.01091623306274414,0.01217031478881836
111,3889,tree + 50% edges,140.5,0.01081991195678711,0.02111363410949707
111,4271,tree + 60% edges,141.5,0.012005805969238281,0.022365093231201172
111,4613,tree + 70% edges,149.0,0.014317989349365234,0.01571941375732422
111,4877,tree + 80% edges,171.0,0.01195073127746582,0.01631617546081543
111,5084,tree + 90% edges,151.0,0.014338493347167969,0.016434192657470703
103,5253,complete,691,0.012800931930541992,0.026578426361083984
103,102,tree,691,0.009052038192749023,0.011685371398925781
103,1041,tree + 10% edges,313.5,0.007883071899414062,0.004468679428100586
103,1779,tree + 20% edges,218.0,0.00838780403137207,0.006449460983276367
103,2385,tree + 30% edges,183.0,0.010428905487060547,0.010991334915161133
103,2963,tree + 40% edges,155.5,0.009163379669189453,0.010457992553710938
103,3344,tree + 50% edges,145.5,0.009536981582641602,0.01338815689086914
103,3712,tree + 60% edges,151.5,0.009502410888671875,0.012294530868530273
103,3984,tree + 70% edges,152.5,0.009513616561889648,0.013315677642822266
103,4173,tree + 80% edges,140.5,0.012562751770019531,0.01987481117248535
103,4396,tree + 90% edges,141.0,0.01386117935180664,0.030944347381591797
169,14196,complete,906,0.03733110427856445,0.08223247528076172
169,168,tree,906,0.022994518280029297,0.030942678451538086
169,2728,tree + 10% edges,329.5,0.020304441452026367,0.012293577194213867
169,4816,tree + 20% edges,247.0,0.025748252868652344,0.019073486328125
169,6509,tree + 30% edges,176.0,0.023548126220703125,0.0287930965423584
169,7904,tree + 40% edges,170.0,0.0493922233581543,0.03193235397338867
169,8990,tree + 50% edges,165.5,0.024464130401611328,0.03090834617614746
169,9974,tree + 60% edges,164.5,0.02614116668701172,0.03706717491149902
169,10722,tree + 70% edges,151.0,0.026704072952270508,0.035903215408325195
169,11371,tree + 80% edges,153.0,0.02591538429260254,0.041596174240112305
169,11887,tree + 90% edges,157.5,0.04063749313354492,0.059723854064941406
179,15931,complete,917,0.04028606414794922,0.08723807334899902
179,178,tree,917,0.025601625442504883,0.03384566307067871
179,3050,tree + 10% edges,363.5,0.022683382034301758,0.014550447463989258
179,5350,tree + 20% edges,235.0,0.02676987648010254,0.02063751220703125
179,7287,tree + 30% edges,186.5,0.028817176818847656,0.03367209434509277
179,8882,tree + 40% edges,197.5,0.03277134895324707,0.03894376754760742
179,10122,tree + 50% edges,176.0,0.029061079025268555,0.03355574607849121
179,11198,tree + 60% edges,179.0,0.03033137321472168,0.04248547554016113
179,11994,tree + 70% edges,160.5,0.02879500389099121,0.04083847999572754
179,12777,tree + 80% edges,156.5,0.02951192855834961,0.0473175048828125
179,13310,tree + 90% edges,180.5,0.029669761657714844,0.04376220703125
156,12090,complete,843,0.03012990951538086,0.06289052963256836
156,155,tree,843,0.019787311553955078,0.02664017677307129
156,2289,tree + 10% edges,370.5,0.018022537231445312,0.010223627090454102
156,4100,tree + 20% edges,230.0,0.01869344711303711,0.018129587173461914
156,5594,tree + 30% edges,190.0,0.02051830291748047,0.020429372787475586
156,6626,tree + 40% edges,206.5,0.020668745040893555,0.023491382598876953
156,7714,tree + 50% edges,166.0,0.02287459373474121,0.0271914005279541
156,8463,tree + 60% edges,157.0,0.021270275115966797,0.028366565704345703
156,9163,tree + 70% edges,156.0,0.02467036247253418,0.040604352951049805
156,9689,tree + 80% edges,159.5,0.03033757209777832,0.03724336624145508
156,10155,tree + 90% edges,158.0,0.02474236488342285,0.03664684295654297
162,13041,complete,1002,0.03154563903808594,0.08409261703491211
162,161,tree,1002,0.022765398025512695,0.027844905853271484
162,2491,tree + 10% edges,320.5,0.01851630210876465,0.010807991027832031
162,4382,tree + 20% edges,246.0,0.023903369903564453,0.021707773208618164
162,6004,tree + 30% edges,183.0,0.03010082244873047,0.02418375015258789
162,7251,tree + 40% edges,186.0,0.023097515106201172,0.026615381240844727
162,8322,tree + 50% edges,150.5,0.023528099060058594,0.028105497360229492
162,9157,tree + 60% edges,184.5,0.024033784866333008,0.03240466117858887
162,9833,tree + 70% edges,159.0,0.024370431900024414,0.033373355865478516
162,10455,tree + 80% edges,164.0,0.02438664436340332,0.04132580757141113
162,10860,tree + 90% edges,157.0,0.0476071834564209,0.042113542556762695
183,16653,complete,1037,0.044559478759765625,0.08710932731628418
183,182,tree,1037,0.027070045471191406,0.03598284721374512
183,3169,tree + 10% edges,361.0,0.024085283279418945,0.015615701675415039
183,5634,tree + 20% edges,233.0,0.02767324447631836,0.03110957145690918
183,7597,tree + 30% edges,208.0,0.05182647705078125,0.02729177474975586
183,9270,tree + 40% edges,170.0,0.02819228172302246,0.03410625457763672
183,10589,tree + 50% edges,183.0,0.02945256233215332,0.04015755653381348
183,11642,tree + 60% edges,170.5,0.03668022155761719,0.04199957847595215
183,12584,tree + 70% edges,168.5,0.03273415565490723,0.05833911895751953
183,13301,tree + 80% edges,168.0,0.034126996994018555,0.043009042739868164
183,13958,tree + 90% edges,153.0,0.03224778175354004,0.04721355438232422
103,5253,complete,718,0.012762784957885742,0.02626347541809082
103,102,tree,718,0.008893489837646484,0.01162862777709961
103,1016,tree + 10% edges,320.5,0.007708072662353516,0.004712343215942383
103,1806,tree + 20% edges,184.5,0.008179903030395508,0.0065228939056396484
103,2434,tree + 30% edges,193.5,0.009462356567382812,0.009959697723388672
103,2929,tree + 40% edges,143.5,0.010128498077392578,0.01008152961730957
103,3409,tree + 50% edges,139.5,0.009267091751098633,0.012719869613647461
103,3691,tree + 60% edges,149.0,0.009878873825073242,0.01703643798828125
103,3992,tree + 70% edges,115.0,0.017891645431518555,0.015680551528930664
103,4230,tree + 80% edges,142.0,0.01643848419189453,0.016566038131713867
103,4396,tree + 90% edges,164.0,0.010177373886108398,0.014343500137329102
191,18145,complete,1016,0.046015024185180664,0.09359097480773926
191,190,tree,1016,0.029120206832885742,0.03869938850402832
191,3412,tree + 10% edges,344.5,0.025393247604370117,0.018637657165527344
191,6101,tree + 20% edges,226.5,0.030822038650512695,0.023772478103637695
191,8239,tree + 30% edges,210.5,0.028822898864746094,0.033168792724609375
191,10061,tree + 40% edges,195.0,0.03382730484008789,0.03473305702209473
191,11475,tree + 50% edges,171.0,0.029762983322143555,0.04184746742248535
191,12768,tree + 60% edges,159.5,0.030669212341308594,0.0435488224029541
191,13743,tree + 70% edges,162.5,0.03534698486328125,0.046885013580322266
191,14575,tree + 80% edges,172.5,0.03336310386657715,0.048403263092041016
191,15205,tree + 90% edges,174.0,0.04108405113220215,0.08550524711608887
190,17955,complete,1095,0.0474553108215332,0.09731531143188477
190,189,tree,1095,0.028629064559936523,0.03818655014038086
190,3403,tree + 10% edges,407.0,0.02544260025024414,0.017907381057739258
190,6043,tree + 20% edges,247.5,0.032353878021240234,0.03349447250366211
190,8200,tree + 30% edges,198.5,0.03155779838562012,0.03253340721130371
190,9998,tree + 40% edges,184.5,0.030843734741210938,0.03497123718261719
190,11409,tree + 50% edges,191.0,0.0319819450378418,0.04293656349182129
190,12509,tree + 60% edges,178.5,0.03316330909729004,0.04422116279602051
190,13601,tree + 70% edges,172.5,0.04975605010986328,0.0643768310546875
190,14411,tree + 80% edges,178.0,0.03302764892578125,0.04979252815246582
190,14980,tree + 90% edges,162.5,0.037927865982055664,0.062367916107177734
172,14706,complete,1004,0.034770965576171875,0.08639025688171387
172,171,tree,1004,0.0332181453704834,0.03509402275085449
172,2809,tree + 10% edges,384.0,0.022775888442993164,0.014210700988769531
172,4917,tree + 20% edges,240.0,0.021992921829223633,0.020246267318725586
172,6696,tree + 30% edges,195.5,0.02408146858215332,0.024239778518676758
172,8132,tree + 40% edges,190.0,0.026569604873657227,0.028093576431274414
172,9321,tree + 50% edges,181.0,0.02581000328063965,0.03218865394592285
172,10366,tree + 60% edges,170.5,0.03589916229248047,0.04912757873535156
172,11167,tree + 70% edges,152.0,0.027439117431640625,0.04049849510192871
172,11839,tree + 80% edges,164.5,0.02768421173095703,0.041426658630371094
172,12302,tree + 90% edges,174.5,0.02881646156311035,0.040526628494262695
156,12090,complete,929,0.029676437377929688,0.0655214786529541
156,155,tree,929,0.026300668716430664,0.034542083740234375
156,2329,tree + 10% edges,348.5,0.022179126739501953,0.011499404907226562
156,4134,tree + 20% edges,227.5,0.020725011825561523,0.016000986099243164
156,5537,tree + 30% edges,189.0,0.019389629364013672,0.019562959671020508
156,6727,tree + 40% edges,162.5,0.020320892333984375,0.023375749588012695
156,7658,tree + 50% edges,159.0,0.024538516998291016,0.030742168426513672
156,8507,tree + 60% edges,169.0,0.02267146110534668,0.028841733932495117
156,9133,tree + 70% edges,162.0,0.022556781768798828,0.03374147415161133
156,9685,tree + 80% edges,163.5,0.02444911003112793,0.03222942352294922
156,10103,tree + 90% edges,160.5,0.023341655731201172,0.0370028018951416
123,7503,complete,766,0.01897740364074707,0.03918027877807617
123,122,tree,766,0.012737512588500977,0.016516685485839844
123,1465,tree + 10% edges,334.5,0.011152505874633789,0.007879257202148438
123,2543,tree + 20% edges,233.0,0.012125730514526367,0.010201692581176758
123,3440,tree + 30% edges,181.5,0.012712717056274414,0.012271881103515625
123,4185,tree + 40% edges,151.5,0.012816905975341797,0.014532804489135742
123,4761,tree + 50% edges,156.0,0.013573169708251953,0.01887345314025879
123,5299,tree + 60% edges,147.0,0.01414942741394043,0.019847393035888672
123,5693,tree + 70% edges,140.0,0.015455007553100586,0.021129608154296875
123,6011,tree + 80% edges,139.5,0.016257524490356445,0.026067256927490234
123,6282,tree + 90% edges,171.5,0.015383720397949219,0.02063918113708496
180,16110,complete,978,0.05129265785217285,0.12418341636657715
180,179,tree,978,0.026478052139282227,0.03513693809509277
180,3069,tree + 10% edges,377.0,0.023199796676635742,0.013876676559448242
180,5422,tree + 20% edges,215.0,0.025698423385620117,0.020530223846435547
180,7378,tree + 30% edges,196.0,0.02586054801940918,0.027159929275512695
180,8931,tree + 40% edges,191.5,0.029546260833740234,0.05284380912780762
180,10258,tree + 50% edges,188.0,0.04358077049255371,0.0361170768737793
180,11303,tree + 60% edges,169.0,0.029638290405273438,0.038484811782836914
180,12150,tree + 70% edges,165.0,0.028781652450561523,0.042760372161865234
180,12868,tree + 80% edges,187.5,0.030046939849853516,0.046386003494262695
180,13407,tree + 90% edges,162.5,0.06086850166320801,0.050360918045043945
183,16653,complete,987,0.03962254524230957,0.0888681411743164
183,182,tree,987,0.027158021926879883,0.03563404083251953
183,3184,tree + 10% edges,390.0,0.023092269897460938,0.014329910278320312
183,5630,tree + 20% edges,237.5,0.026648998260498047,0.027605295181274414
183,7579,tree + 30% edges,202.0,0.03731679916381836,0.03210783004760742
183,9259,tree + 40% edges,174.5,0.028890371322631836,0.03337979316711426
183,10588,tree + 50% edges,175.5,0.028740882873535156,0.04344010353088379
183,11684,tree + 60% edges,171.0,0.03047657012939453,0.04139351844787598
183,12611,tree + 70% edges,168.0,0.03152728080749512,0.05039381980895996
183,13352,tree + 80% edges,177.5,0.04044508934020996,0.04351162910461426
183,13925,tree + 90% edges,161.0,0.03316831588745117,0.04747128486633301
181,16290,complete,1041,0.04140615463256836,0.08825922012329102
181,180,tree,1041,0.031190872192382812,0.04428911209106445
181,3128,tree + 10% edges,321.0,0.034905433654785156,0.01827406883239746
181,5469,tree + 20% edges,246.5,0.02810359001159668,0.0234830379486084
181,7428,tree + 30% edges,178.5,0.026879310607910156,0.028472185134887695
181,9064,tree + 40% edges,171.0,0.027364015579223633,0.03107309341430664
181,10350,tree + 50% edges,179.0,0.028049707412719727,0.03803253173828125
181,11429,tree + 60% edges,161.5,0.02873682975769043,0.03928804397583008
181,12272,tree + 70% edges,172.0,0.031168222427368164,0.04559803009033203
181,13010,tree + 80% edges,170.5,0.03091287612915039,0.044206857681274414
181,13604,tree + 90% edges,161.5,0.0334782600402832,0.04478788375854492
184,16836,complete,963,0.040682315826416016,0.08832120895385742
184,183,tree,963,0.02792811393737793,0.03713035583496094
184,3172,tree + 10% edges,366.5,0.026238441467285156,0.0157010555267334
184,5646,tree + 20% edges,255.0,0.02675318717956543,0.02503228187561035
184,7748,tree + 30% edges,213.0,0.034050941467285156,0.05267000198364258
184,9369,tree + 40% edges,174.5,0.028638124465942383,0.032982826232910156
184,10739,tree + 50% edges,158.5,0.028792381286621094,0.04113626480102539
184,11831,tree + 60% edges,175.0,0.03047657012939453,0.03919196128845215
184,12767,tree + 70% edges,160.0,0.02963566780090332,0.045599937438964844
184,13430,tree + 80% edges,170.5,0.03813290596008301,0.06953120231628418
184,14084,tree + 90% edges,157.5,0.032941341400146484,0.04845428466796875
182,16471,complete,954,0.04250955581665039,0.08402228355407715
182,181,tree,954,0.026414871215820312,0.04752683639526367
182,3110,tree + 10% edges,346.0,0.0445551872253418,0.018156766891479492
182,5562,tree + 20% edges,232.5,0.02505183219909668,0.02208852767944336
182,7501,tree + 30% edges,202.5,0.02620863914489746,0.03244328498840332
182,9170,tree + 40% edges,170.0,0.02866840362548828,0.03126692771911621
182,10473,tree + 50% edges,177.5,0.028485536575317383,0.04282069206237793
182,11598,tree + 60% edges,168.5,0.028746366500854492,0.08832144737243652
182,12462,tree + 70% edges,164.0,0.030069828033447266,0.04169273376464844
182,13253,tree + 80% edges,175.5,0.03336358070373535,0.046739816665649414
182,13781,tree + 90% edges,173.0,0.03047966957092285,0.04609417915344238
189,17766,complete,1095,0.04578113555908203,0.12456107139587402
189,188,tree,1095,0.029422998428344727,0.03747987747192383
189,3380,tree + 10% edges,350.0,0.024506092071533203,0.017138242721557617
189,5981,tree + 20% edges,232.5,0.026541471481323242,0.02314019203186035
189,8166,tree + 30% edges,194.5,0.02954864501953125,0.032715559005737305
189,9839,tree + 40% edges,194.0,0.031074047088623047,0.04503774642944336
189,11305,tree + 50% edges,179.5,0.04700970649719238,0.04365348815917969
189,12447,tree + 60% edges,182.5,0.0312960147857666,0.043656349182128906
189,13487,tree + 70% edges,174.5,0.035410165786743164,0.045157432556152344
189,14216,tree + 80% edges,182.5,0.03241991996765137,0.047751665115356445
189,14841,tree + 90% edges,156.0,0.03782176971435547,0.049123287200927734
148,10878,complete,795,0.02638101577758789,0.057172536849975586
148,147,tree,795,0.0199892520904541,0.0242462158203125
148,2067,tree + 10% edges,344.0,0.015559196472167969,0.00903177261352539
148,3697,tree + 20% edges,233.5,0.016583681106567383,0.014048576354980469
148,4991,tree + 30% edges,174.5,0.018222570419311523,0.018540143966674805
148,6045,tree + 40% edges,174.0,0.021602392196655273,0.020580291748046875
148,6960,tree + 50% edges,156.5,0.019071578979492188,0.023490190505981445
148,7598,tree + 60% edges,157.5,0.019800901412963867,0.02613067626953125
148,8220,tree + 70% edges,169.0,0.022711753845214844,0.027337074279785156
148,8696,tree + 80% edges,159.0,0.020110130310058594,0.032581329345703125
148,9090,tree + 90% edges,162.0,0.04498744010925293,0.0396268367767334
172,14706,complete,989,0.03709864616394043,0.07675909996032715
172,171,tree,989,0.023719310760498047,0.03196907043457031
172,2813,tree + 10% edges,367.0,0.02068638801574707,0.012350797653198242
172,4948,tree + 20% edges,247.0,0.026235342025756836,0.019874095916748047
172,6767,tree + 30% edges,188.0,0.024797439575195312,0.03192734718322754
172,8082,tree + 40% edges,175.5,0.052449703216552734,0.028488636016845703
172,9315,tree + 50% edges,164.0,0.0254209041595459,0.031575679779052734
172,10388,tree + 60% edges,150.5,0.026210308074951172,0.039053916931152344
172,11046,tree + 70% edges,167.0,0.026322126388549805,0.036333560943603516
172,11727,tree + 80% edges,175.0,0.027122020721435547,0.048099517822265625
172,12269,tree + 90% edges,157.0,0.0393977165222168,0.047829627990722656
196,19110,complete,1088,0.04930877685546875,0.10013413429260254
196,195,tree,1088,0.03105330467224121,0.04174494743347168
196,3641,tree + 10% edges,366.5,0.028611183166503906,0.02082538604736328
196,6391,tree + 20% edges,253.5,0.05738663673400879,0.02700662612915039
196,8707,tree + 30% edges,191.5,0.03682351112365723,0.030457019805908203
196,10614,tree + 40% edges,191.0,0.031708478927612305,0.03685402870178223
196,12094,tree + 50% edges,170.5,0.03465890884399414,0.05615544319152832
196,13377,tree + 60% edges,168.0,0.09943032264709473,0.08272957801818848
196,14458,tree + 70% edges,177.0,0.034674644470214844,0.04844522476196289
196,15317,tree + 80% edges,160.0,0.039676666259765625,0.05181169509887695
196,15977,tree + 90% edges,172.0,0.03523731231689453,0.055031776428222656
157,12246,complete,930,0.04268002510070801,0.07822346687316895
157,156,tree,930,0.03852200508117676,0.026430606842041016
157,2369,tree + 10% edges,356.0,0.01924276351928711,0.011066436767578125
157,4156,tree + 20% edges,273.0,0.022275686264038086,0.0160064697265625
157,5644,tree + 30% edges,183.0,0.020565271377563477,0.020491361618041992
157,6795,tree + 40% edges,176.5,0.02080512046813965,0.02519536018371582
157,7818,tree + 50% edges,182.0,0.0245211124420166,0.028465747833251953
157,8631,tree + 60% edges,167.0,0.024380922317504883,0.02942681312561035
157,9255,tree + 70% edges,169.5,0.022809982299804688,0.0334773063659668
157,9845,tree + 80% edges,161.5,0.023877382278442383,0.03300166130065918
157,10272,tree + 90% edges,160.0,0.023903846740722656,0.036418914794921875
106,5565,complete,761,0.01376199722290039,0.028365135192871094
106,105,tree,761,0.009379386901855469,0.01227259635925293
106,1107,tree + 10% edges,336.5,0.008107423782348633,0.00498509407043457
106,1894,tree + 20% edges,231.5,0.008900880813598633,0.007069587707519531
106,2584,tree + 30% edges,186.5,0.010435104370117188,0.009179830551147461
106,3115,tree + 40% edges,176.5,0.009238958358764648,0.010944604873657227
106,3574,tree + 50% edges,146.0,0.00970911979675293,0.012062311172485352
106,3864,tree + 60% edges,160.5,0.009765148162841797,0.013222694396972656
106,4219,tree + 70% edges,150.0,0.01065206527709961,0.01352071762084961
106,4411,tree + 80% edges,132.5,0.013834953308105469,0.015057086944580078
106,4643,tree + 90% edges,161.5,0.010549306869506836,0.016669273376464844
126,7875,complete,763,0.025476694107055664,0.05958437919616699
126,125,tree,763,0.015878677368164062,0.01734304428100586
126,1549,tree + 10% edges,315.5,0.011957168579101562,0.006755828857421875
126,2683,tree + 20% edges,265.5,0.012373208999633789,0.01006007194519043
126,3637,tree + 30% edges,193.0,0.013215303421020508,0.016911983489990234
126,4409,tree + 40% edges,150.0,0.01328420639038086,0.015639305114746094
126,5039,tree + 50% edges,155.5,0.014054059982299805,0.017564773559570312
126,5549,tree + 60% edges,156.0,0.01418614387512207,0.019904136657714844
126,5941,tree + 70% edges,176.5,0.017766475677490234,0.01970982551574707
126,6290,tree + 80% edges,161.5,0.015109539031982422,0.020339488983154297
126,6559,tree + 90% edges,165.0,0.016797542572021484,0.0520174503326416
116,6670,complete,764,0.021015167236328125,0.03577280044555664
116,115,tree,764,0.011712074279785156,0.014798164367675781
116,1322,tree + 10% edges,292.5,0.009511470794677734,0.0070073604583740234
116,2282,tree + 20% edges,238.0,0.011978864669799805,0.008766412734985352
116,3084,tree + 30% edges,188.0,0.010926485061645508,0.010944604873657227
116,3719,tree + 40% edges,153.5,0.011389970779418945,0.012469291687011719
116,4246,tree + 50% edges,147.5,0.011706113815307617,0.013987064361572266
116,4694,tree + 60% edges,167.5,0.013028383255004883,0.015761137008666992
116,5070,tree + 70% edges,140.5,0.01222085952758789,0.07829475402832031
116,5332,tree + 80% edges,153.5,0.018090486526489258,0.03202056884765625
116,5547,tree + 90% edges,157.5,0.01599597930908203,0.01887345314025879
101,5050,complete,735,0.01328277587890625,0.025943994522094727
101,100,tree,735,0.009042501449584961,0.011241912841796875
101,995,tree + 10% edges,294.0,0.01626729965209961,0.004582881927490234
101,1736,tree + 20% edges,222.0,0.008462190628051758,0.006610393524169922
101,2326,tree + 30% edges,155.5,0.009052038192749023,0.008397102355957031
101,2848,tree + 40% edges,165.0,0.009387731552124023,0.010092020034790039
101,3234,tree + 50% edges,160.0,0.009441852569580078,0.011159420013427734
101,3558,tree + 60% edges,140.0,0.010099649429321289,0.011946916580200195
101,3831,tree + 70% edges,144.5,0.01154017448425293,0.01299595832824707
101,4036,tree + 80% edges,147.0,0.009422779083251953,0.013088703155517578
101,4238,tree + 90% edges,157.5,0.009572029113769531,0.013619661331176758
106,5565,complete,724,0.014127492904663086,0.0798189640045166
106,105,tree,724,0.009602069854736328,0.012517213821411133
106,1088,tree + 10% edges,285.0,0.008515357971191406,0.0051021575927734375
106,1862,tree + 20% edges,202.0,0.00872039794921875,0.007169961929321289
106,2583,tree + 30% edges,184.0,0.010061979293823242,0.012238502502441406
106,3107,tree + 40% edges,172.5,0.011392593383789062,0.01311945915222168
106,3573,tree + 50% edges,143.0,0.010501384735107422,0.011849641799926758
106,3935,tree + 60% edges,148.5,0.010255098342895508,0.013234138488769531
106,4174,tree + 70% edges,147.0,0.01035928726196289,0.013388872146606445
106,4444,tree + 80% edges,154.0,0.010560989379882812,0.0160064697265625
106,4676,tree + 90% edges,153.0,0.013097763061523438,0.01589179039001465
166,13695,complete,1011,0.032730817794799805,0.12202787399291992
166,165,tree,1011,0.022545576095581055,0.029700517654418945
166,2627,tree + 10% edges,349.0,0.020038604736328125,0.011985063552856445
166,4651,tree + 20% edges,228.0,0.022945404052734375,0.01740241050720215
166,6306,tree + 30% edges,225.0,0.021320343017578125,0.022270917892456055
166,7573,tree + 40% edges,195.0,0.05442214012145996,0.06052374839782715
166,8730,tree + 50% edges,160.5,0.04411196708679199,0.06797623634338379
166,9639,tree + 60% edges,167.0,0.04485130310058594,0.07266616821289062
166,10345,tree + 70% edges,161.5,0.03887438774108887,0.04284358024597168
166,10985,tree + 80% edges,167.5,0.0449223518371582,0.08535480499267578
166,11394,tree + 90% edges,161.5,0.059304237365722656,0.05844712257385254
168,14028,complete,928,0.05989813804626465,0.09683036804199219
168,167,tree,928,0.025234699249267578,0.03415060043334961
168,2703,tree + 10% edges,321.5,0.022945642471313477,0.012370109558105469
168,4721,tree + 20% edges,240.5,0.028094768524169922,0.02379751205444336
168,6420,tree + 30% edges,204.5,0.025791406631469727,0.023471832275390625
168,7806,tree + 40% edges,200.0,0.03081488609313965,0.0595550537109375
