n,estimate
18,1688132358163
18,470718862723
18,364969447183
18,2269093783843
18,131663878723
18,2221402098403
18,204309224443
18,65512042183
18,1193913689923
18,706604876695
18,332475968323
18,441436832983
18,188012363671
18,105779309743
18,519958200583
18,152083236763
18,255480271363
18,298521697879
18,5604171117283
18,621386661079
18,358112147563
18,122489219323
18,363637510723
18,1252590073723
18,432745349923
18,1593822094723
18,340052518783
18,128352819043
18,44986818763
18,417635998723
18,300348646723
18,243367090723
18,403824452203
18,814627616203
18,212067971443
18,311440760803
18,267257201239
18,745734987523
18,54835885783
18,180412580143
18,438417460783
18,1371513909223
18,1047371859523
18,441488995363
18,247515299983
18,35296712623
18,751298286871
18,111590134723
18,1151827745239
18,373335174487
18,1245265927363
18,1202433075523
18,1368784460323
18,130954182643
18,398392439923
18,1378572252463
18,589077786403
18,428200083523
18,371153505583
18,584430989743
18,89539925923
18,7475273263
18,533677635523
18,103509957043
18,364160158039
18,1601791362343
18,2829398942359
18,206022928483
18,570493987183
18,636958273123
18,51879440863
18,963029596375
18,491514083443
18,1423503278083
18,681804511183
18,340832582803
18,586384388983
18,284153066083
18,350363295523
18,127154459683
18,555145810723
18,55861975639
18,1258269003163
18,160936261363
18,443766342763
18,2688914590039
18,772393764223
18,3765900339523
18,804022328323
18,310002873751
18,450719364943
18,70542623323
18,877697984323
18,1487756152243
18,1428045667363
18,494525849743
18,828968358403
18,221210214643
18,546637282363
18,427135960279
18,2861019525043
18,97874796763
18,1863071494183
18,70689152323
18,235350875503
18,158771597923
18,1120336322563
18,42517681183
18,724869768223
18,848256007123
18,248518990423
18,2271854497123
18,1801295203123
18,518205650563
18,1189185906223
18,485085801943
18,1617519454723
18,873229389283
18,331219622359
18,1283472448003
18,442362745603
18,1228980922723
18,2775021844483
18,665010601363
18,982092101383
18,204575076163
18,146385596323
18,1257927996403
18,1029626833123
18,638888927563
18,104734249363
18,96218732323
18,29002278763
18,512583262363
18,1753974121843
18,188864193043
18,1823774938723
18,403883326243
18,2153863339363
18,592716137923
18,470396637271
18,427535935363
18,2965441504483
18,155342692963
18,2496230622343
18,245399328883
18,258567681943
18,290315374039
18,427510157923
18,34238627443
18,97581578383
18,1299397919563
18,365876459263
18,468011648323
18,686657653399
18,309410291683
18,20870317783
18,1055256723523
18,305084410543
18,3785150512783
18,1271113674391
18,879788756323
18,1043631856243
18,403796079523
18,554421926359
18,314768325043
18,1023692131603
18,892667455003
18,386318158723
18,193910241943
18,620497978003
18,207270043363
18,579508004143
18,570948781123
18,338136395743
18,1271337572323
18,197231521879
18,277640727319
18,533511831763
18,3067731790723
18,111640581523
18,1190813928463
18,1174546784323
18,220883160943
18,531900975043
18,280893293983
18,292785300883
18,2078849453527
18,571647401263
18,2533771420183
18,239862488023
18,1767665903383
18,1109376172063
18,1240093886203
18,3108008749123
18,1612888652323
18,1744701489703
18,2991228781123
18,34212325123
18,82165945123
18,1387139630563
18,1018097751583
18,377311572055
18,48367463923
18,561286323523
18,1393937293123
18,913530958723
18,1255444162183
18,1198831582243
18,1235042708383
18,676470656323
18,733272120163
18,834496671583
18,37640816983
18,4769187226183
18,321567212323
18,102409983523
18,3263349901123
18,1275455372563
18,1253823216103
18,4134943525843
18,1777917047923
18,83805028723
18,1342885131523
18,1111095346519
18,686605559383
18,1142571561283
18,879859279783
18,719469268183
18,4714709639383
18,380616241483
18,2456360897923
18,1542998197603
18,1447471748323
18,197916681763
18,1495056591523
18,983603546803
18,157721837923
18,3116237317183
18,307783460143
18,1417607048323
18,1300693977559
18,1339331110723
18,705641912083
18,1013979835351
18,5513051482723
18,106047285283
18,194998815523
18,99545528683
18,531418318723
18,247941769843
18,359186771323
18,853999651351
18,436742388883
18,1095044552083
18,702090408763
18,474298204123
18,1274021419843
18,823918444183
18,804222365923
18,795119104783
18,3134403729559
18,347940216163
18,97789053079
18,1602841477123
18,1239477006403
18,1010706336343
18,364117834243
18,255663750943
18,329642649559
18,936498832723
18,1005479437123
18,1246544753743
18,1261274791663
18,142169993443
18,118739928583
18,645847004143
18,282918558043
18,176595147991
18,2910675447523
18,1669579774723
18,2092670962723
18,285226810183
18,5132770673923
18,301445062723
18,411442822963
18,26533330723
18,6929775502723
18,786420069283
18,990864328483
18,1412436397123
18,1322776978723
18,1643160236383
18,2542693067983
18,1224562582999
18,624217899763
18,843704422723
18,989709082183
18,1738246136383
18,962076235123
18,209783572183
18,2846342830483
18,583798426723
18,1239084964783
18,909948361123
18,1485346894723
18,3113599304323
18,1796649082003
18,656758088083
18,1603445124439
18,1299781692055
18,1230188146723
18,278647774723
18,2386791426763
18,1759412131363
18,636776188363
18,933067701883
18,330848257123
18,716406433003
18,1169864767243
18,223178995783
18,1770121078183
18,719466376483
18,45905392783
18,651826864783
18,50688308323
18,735880336363
18,116618776723
18,2825455789783
18,125213686723
18,458723007343
18,687949650703
18,679804990543
18,426848867443
18,335370312163
18,4060793086723
18,73770897763
18,152374477123
18,3492214673743
18,331015110643
18,748559408599
18,612591477283
18,2078397142723
18,844251398551
18,1334512712323
18,2314390772323
18,983051692183
18,1047756368791
18,373349093527
18,1321089445783
18,1040821940323
18,95869978723
18,322888471363
18,1789888102723
18,3043540946323
18,482228620903
18,50342470723
18,663526561483
18,517455008983
18,533906449183
18,51244622803
18,1065173801383
18,837151495183
18,837133388119
18,1118755131283
18,424508061079
18,157706849683
18,501322501423
18,1117004014963
18,212430102679
18,373908949975
18,3393603755479
18,508992937363
18,1641775481443
18,348556775203
18,802863203743
18,2220997707523
18,1523593602703
18,58811297743
18,765023678551
18,631810658323
18,290324488483
18,1924422622723
18,93454723963
18,858693829123
18,2088923902723
18,236899985923
18,1452789171523
18,752251334167
18,393653764963
18,1478324000323
18,188136067843
18,378824568463
18,274970295343
18,182665741591
18,591178822723
18,1287221607523
18,397287625843
18,303665382883
18,2998498369123
18,705476108323
18,506221225903
18,58557187783
18,553089476683
18,377735151511
18,397905812983
18,314680345111
18,459436275523
18,199960094359
18,269443712323
18,229626373843
18,969246980119
18,106267381399
18,592164430723
18,519106344643
18,2168012237923
18,80085204163
18,288613258183
18,934859165923
18,513625596283
18,94595686723
18,982264645963
18,308432192383
18,2066573870803
18,727947700183
18,360450905923
18,156486678643
18,960747472243
18,947814424183
18,696410439283
18,944296751323
18,2073454133923
18,742309217263
18,219161083123
18,1846196645923
18,2920356275923
18,212426265223
18,432409800943
18,1517219941123
18,285659395543
18,236264079223
18,122197434643
18,737284764583
18,549849752083
18,1139819164759
18,333067624723
18,1592187385123
18,216047086723
18,229191267763
18,825500471383
18,1774520199523
18,1347709706983
18,235587785923
18,779552422723
18,8164688563
18,2754104326723
18,1141772110723
18,11196564442183
18,1258220354563
18,706662337123
18,888737493763
18,1620408204055
18,410148458839
18,695762504083
18,4676298094783
18,772217112943
18,3015520227523
18,1800423469783
18,367535852803
18,552610057123
18,3433015028323
18,213213211003
18,2446744513123
18,301839359383
18,1444928277043
18,594424564003
18,118792654723
18,461739915523
18,467269234723
18,862028683363
18,1303505188183
18,363973900483
18,1618667245783
18,408852306883
18,4106136583
18,2767609887643
18,804574560403
18,792821389123
18,260318520919
18,3618082409203
18,94787792803
18,509880159523
18,658084693123
18,1493109286723
18,700019397523
18,1010541613123
18,226092240163
18,649041010723
18,279337758643
18,164578811923
18,2550460742803
18,118238595607
18,1086723109423
18,2487895105123
18,420549082723
18,658079444323
18,2401194508183
18,367323875479
18,4454689822183
18,2065844462563
18,23194510723
18,147438179983
18,4892423864563
18,96381284743
18,1140562728883
18,480649499983
18,191309740183
18,1053922361923
18,1474778202643
18,884551634083
18,1493660995543
18,202067199523
18,297120693043
18,25189346323
18,543235700323
18,5319776961523
18,2022051216403
18,166883151763
18,728909181847
18,216804260143
18,892564918723
18,1630514122723
18,543487849111
18,3163582168723
18,367314183343
18,169865045911
18,1568209233763
18,672464772163
18,1331381594143
18,235884493783
18,176866223563
18,444243274003
18,592957641043
18,323036506963
18,223147021843
18,3469448115523
18,1215027916183
18,54515791603
18,1076583181123
18,255768955363
18,352160542963
18,547628323843
18,805015926163
18,95048313103
18,152320822723
18,506142430723
18,206467885783
18,387932218183
18,177419621719
18,856470670723
18,451523417923
18,2679326208883
18,5135338783
18,892077363523
18,96048126883
18,2232257491603
18,799251169123
18,247066853203
18,587156550643
18,91083014803
18,3819044055583
18,4440872691523
18,1012332095443
18,448182848323
18,40860516439
18,5978985709123
18,962881342723
18,465440684023
18,843326308567
18,2009749470679
18,368053730839
18,100682136883
18,1331342296183
18,1503031268323
18,1533460233763
18,19339466383
18,1600643785123
18,7197703856983
18,3647127927043
18,937845733123
18,1057830798871
18,1128698136919
18,281429055523
18,165968937163
18,582969174643
18,364773263563
18,2692801798183
18,454556116243
18,788879540323
18,377611196563
18,2695473743563
18,928279294543
18,1451854481743
18,5353358983183
18,575674060951
18,991294632883
18,684928762183
18,542611545751
18,1073279936323
18,1042399180423
18,2514744763183
18,5894321748643
18,959942014723
18,38870994763
18,199933810183
18,102760020163
18,36292677283
18,535491193123
18,576162589123
18,195547285963
18,1222372410391
18,341479234963
18,133626526543
18,282815229583
18,1162102462723
18,101167126003
18,428787365923
18,31803048163
18,133960243303
18,422783321923
18,3729355977763
18,1065078686323
18,629677220383
18,1455267188323
18,135217947799
18,113212101403
18,2748429790723
18,420180806503
18,523288510723
18,1339180942231
18,2969885901583
18,1429254135523
18,8917567213123
18,3725647509079
18,591720907123
18,1196036008183
18,1770989803183
18,785645074243
18,949718635363
18,4983773979763
18,106478649163
18,522022966723
18,3377834991703
18,1360437118723
18,1688443869583
18,52668214003
18,141843452311
18,190450438723
18,4123921570723
18,492540039163
18,869486528323
18,112293473923
18,612871972183
18,655725892123
18,506668919383
18,83637592003
18,1856440903843
18,96600203443
18,816087278323
18,663789997783
18,150514414183
18,553451481559
18,296381193175
18,656735965363
18,792680779603
18,1712925823123
18,549888262723
18,881753323843
18,1246884579523
18,1688980505923
18,4574682541783
18,4226103517843
18,757000720243
18,875531702503
18,638449916311
18,1656182266183
18,1137951799831
18,1397110484323
18,557146769923
18,2653095948103
18,279093611683
18,2860295815639
18,1437883104403
18,281358546643
18,93207670723
18,549112851991
18,862178565763
18,761249273923
18,277727281003
18,721338623443
18,316635673123
18,2132356026583
18,1835721630343
18,61783338403
18,3943725844123
18,355593535183
18,1042921460323
18,130234397203
18,1252892822563
18,457612644439
18,101195411203
18,3351402545203
18,520458080743
18,1059969562723
18,2199686179843
18,766035518563
18,575694396163
18,1697791724803
18,170898318523
18,1193088913903
18,691514543323
18,746423182963
18,469820734723
18,673556362183
18,233845184323
18,2094211193923
18,393261679603
18,1047933306163
18,260325380323
18,8396743843
18,495413883523
18,621958835683
18,312657024403
18,2373962095963
18,317196694999
18,245720186083
18,98615645443
18,209480939983
18,92460009943
18,1108365248323
18,435693037123
18,852051181123
18,1747667338723
18,510686540119
18,3077210968003
18,329608548883
18,5017615501123
18,38397018403
18,943201724311
18,491777393383
18,803338389271
18,193709953243
18,82666802143
19,6742189734397
19,66056302820797
19,10034625190500
19,3877878091956
19,15038307774797
19,5235310246109
19,842943375581
19,1166191422253
19,9472350605453
19,54329424797981
19,15843591664653
19,7145256336621
19,5901530900045
19,15894630676397
19,2408097545901
19,22497494955645
19,5859573077229
19,379425321612
19,13256916233309
19,2785586015853
19,1032890485661
19,7194801663213
19,12750008991885
19,5200552911965
19,2836180766196
19,10868838656125
19,1786743537261
19,2554785182685
19,7511086661021
19,3485379751736
19,11858513392429
19,9837833110685
19,7308640107885
19,119661202599565
19,953886386541
19,2526356190093
19,1330780956621
19,365009757341
19,29281541149453
19,5302636174285
19,16133191201677
19,2434698844589
19,908631784653
19,195801577421
19,2085495770093
19,5519426666765
19,3396605160541
19,33073828977405
19,5933652974621
19,1518848529948
19,4853285935341
19,3099217686765
19,609475260701
19,26303901730413
19,5643946724914
19,2314223937645
19,939103800429
19,2303088964845
19,9217272239261
19,41884676372573
19,9636834559234
19,16702573790445
19,20990960034637
19,963669937069
19,27539663992173
19,6937287147725
19,12925520451293
19,12259990953517
19,25568819413869
19,4627337952973
19,2641033205997
19,10525738907549
19,2156369323245
19,4523563408541
19,18792845520845
19,2961230291132
19,3619299649181
19,5691664474205
19,4370020012093
19,21814431583901
19,3871818791069
19,254114236653
19,28811424942893
19,640668967100
19,17796963958477
19,3824953008637
19,4175592701405
19,4762968581405
19,11633200573677
19,738746686413
19,309031878605
19,1040586068866
19,80296571917
19,2562624444973
19,5441090712221
19,9118847865005
19,4642608449357
19,295247599005
19,29333660556221
19,5624435784989
19,2999842346093
19,7308868669981
19,1431745500157
19,8811272554274
19,2690536327357
19,2024886064973
19,5740320747325
19,22780322947085
19,2958924792429
19,26290482984973
19,10157953603533
19,18675804584525
19,953620424845
19,28441772350493
19,6166867967853
19,3771031738237
19,10807725106193
19,7689983976973
19,702561028333
19,9723078372925
19,5794046211325
19,9593702800157
19,5913892816541
19,14832265806061
19,7714290932941
19,10249724769810
19,49366640481645
19,32262401843693
19,1672721496653
19,28745382268637
19,781549434061
19,3941024622413
19,3679599280932
19,9736571686525
19,14790159430301
19,18104360610669
19,1522253323469
19,426211882594
19,4563813580061
19,1591838655341
19,15016518634989
19,3841280414829
19,4045521963933
19,14000237800141
19,1344674847373
19,32965604752749
19,1366126853613
19,8118596637341
19,19614502533933
19,3249261243085
19,1299987217645
19,4718367447277
19,1638473628813
19,8886718644253
19,6433049001677
19,5500814361613
19,12747045245421
19,1218775369597
19,2439622653549
19,1966150227101
19,5468718712237
19,711077024109
19,12502441470397
19,27368093844125
19,2950916957581
19,12673837474572
19,10381761601005
19,9605249384074
19,1296208928109
19,5183154744034
19,8886485646189
19,16480845834541
19,12153726040477
19,2805394686557
19,4224534615053
19,16439353216541
19,8145461096365
19,17181551842333
19,2663816456414
19,5964265954760
19,415007962765
19,2675578647581
19,6451317311373
19,4747854268061
19,10236222406301
19,8360307788316
19,4190685013965
19,2550419271789
19,9451558102893
19,10111912720541
19,9558931181965
19,7446895431581
19,18981948156621
19,5040410730093
19,686602806733
19,5219861640989
19,13132404786093
19,27709722844045
19,3789827055949
19,12619776832541
19,2482340280285
19,4448102821885
19,14060131217725
19,4629083379309
19,2042681574413
19,690382956141
19,10991111955325
19,6017838636701
19,5178219488125
19,3054956562653
19,244618948596
19,218842087990
19,7405638254893
19,9022958201709
19,8145825348253
19,1823700002541
19,824341750253
19,66915548291757
19,2000139104877
19,16079265333581
19,10153703547645
19,2177244295533
19,3613737730845
19,5880076063565
19,13196893294701
19,930549371149
19,12798143721085
19,5107754055581
19,1336164962605
19,5113572174173
19,14288434554701
19,3623312473197
19,67776506641293
19,14345521333021
19,9259400221954
19,8954521906845
19,1082413488013
19,13511092417181
19,11403778333085
19,4313222394773
19,4095321867725
19,1813342941421
19,327538517613
19,231035974509
19,3665600637005
19,3901855279117
19,3526240739949
19,12445878881405
19,11821022826205
19,3644368488429
19,11060538464525
19,4155371578093
19,845534125293
19,3882488270253
19,8800440792233
19,1111809816205
19,4648829640333
19,18082219937725
19,6593807523181
19,3075178887373
19,5875532534893
19,17018385993773
19,19667112565693
19,14643402562381
19,18612522924909
19,3181329822605
19,17009750498333
19,8083912710381
19,5516545141661
19,3814222673517
19,5599240457117
19,14923531261517
19,1286843123532
19,6738095873101
19,2565718238077
19,3950086317341
19,2802747135661
19,974037048429
19,1670519535277
19,48427205243165
19,6799296128013
19,1232368417389
19,1843371510573
19,13345231960653
19,10367955967533
19,3030741303934
19,19683512160333
19,2163496358525
19,3389792443629
19,16039944976765
19,3471191422525
19,7757301397101
19,792362774633
19,12236427501
19,7244805765933
19,36027992884125
19,3766281561613
19,2564305237869
19,21832469966560
19,7334878639117
19,4771949770445
19,29287141287581
19,5649881404269
19,3420311343197
19,2043981544077
19,15982779633293
19,12422187115645
19,7142608202349
19,1806245900909
19,1921963977277
19,15274799007645
19,1743442823325
19,6566605093069
19,2682712608285
19,2866426969613
19,709068079325
19,646652681085
19,2819480144125
19,1765530634317
19,17033056144269
19,3253530157613
19,794196401933
19,2560389802989
19,8528390125117
19,9009680252045
19,4833066553493
19,6238616605943
19,18669661219373
19,2404165481917
19,4291637907309
19,1683670597773
19,14656240080493
19,1497164297101
19,1665232519885
19,15664946043677
19,6205711171836
19,3187249471725
19,12974824133149
19,2763803194989
19,26427666202205
19,6692869169293
19,9900275956477
19,3339164585254
19,8859290355213
19,4101139345181
19,3790220961821
19,8275280924397
19,4864488233197
19,8399461487677
19,7190025090269
19,4742136767389
19,18523465709341
19,10374761868765
19,11896446775693
19,4822702185372
19,1213591796589
19,111235377660
19,3529425920925
19,8941136852813
19,48570777559693
19,8654111621229
19,11726238042397
19,2747300146413
19,2311524373869
19,5877490922349
19,10234834780061
19,5630340404957
19,4565231842205
19,2695225347693
19,2921296618781
19,5449945089181
19,4565566284157
19,8428583299917
19,6394767094573
19,15790550697085
19,2060121594157
19,3112178949901
19,23467567339965
19,4198229636717
19,1314355450845
19,5861104450781
19,5837851048765
19,4969363042093
19,5238515452477
19,5013788556941
19,20258810458989
19,1311894141293
19,11346562853933
19,2571314304125
19,10204216071213
19,1629371461453
19,863196110941
19,690976578765
19,1170249345277
19,2946823535261
19,148156214045
19,7773309049709
19,2817648915309
19,9043500886493
19,1284978772605
19,20884588567032
19,6839179228957
19,41175898104429
19,7645802359140
19,11241791891741
19,9314390007229
19,2782898804414
19,2391365912125
19,5155546834029
19,6195992643184
19,26766102310189
19,2794510005165
19,1775962991373
19,812872427917
19,1021667561709
19,32869990587325
19,2202380078621
19,3341239699533
19,1590950657794
19,9564093048765
19,16877747532909
19,4584142726125
19,8259368616221
19,2903438179821
19,688177621581
19,995409403629
19,11742960139997
19,3938414563533
19,745480653341
19,2758694450061
19,17440112865053
19,5845197964813
19,569853976812
19,2818518602936
19,3886674229869
19,3215784245981
19,16602922253005
19,5699799583213
19,6466549663053
19,3157620710434
19,10945510787661
19,54936416516925
19,6048491886029
19,5704232636138
19,14969264624493
19,10085800117661
19,3619797407533
19,3492507479053
19,14630966788173
19,12125861825165
19,5228643482941
19,9417245377793
19,3751670892365
19,2767405264541
19,10101726010989
19,4662601264717
19,10182794561892
19,6167320598317
19,6661089224525
19,960556286077
19,3888778316925
19,10836873694525
19,43428008693597
19,24915831194717
19,1690474116766
19,8510615137805
19,5265670188713
19,7696651560333
19,1152506270365
19,3361059102045
19,38201639557245
19,2351804349549
19,313062945756
19,518191755245
19,24761953570029
19,493099373021
19,14106443243485
19,17120596229901
19,822914038573
19,6077589086733
19,1187725545885
19,2571883811949
19,554625870492
19,3465201052061
19,12468379601309
19,1886268158653
19,5061865809165
19,711668948589
19,46935046745725
19,11202731264317
19,552201582573
19,65410960194653
19,50085601814685
19,20052209488973
19,4298284691293
19,418086616973
19,11451279076973
19,2400216681612
19,7303512264252
19,24596435901773
19,38434328983212
19,5151478000141
19,5113344207005
19,7880390850877
19,2818954788045
19,1951173815396
19,2808688496765
19,6396156008861
19,18346625134573
19,2126719757885
19,26409097014893
19,33879781572109
19,40763830039405
19,7971922741661
19,457170533229
19,29539075234029
19,25945685190589
19,9388496682157
19,21298604205757
19,7317866498594
19,1471257862404
19,1668283518605
19,2177411816861
19,20771160038221
19,976798097725
19,2700545875437
19,12202759445965
19,2932437708365
19,4971261203197
19,10384384471053
19,2307909753069
19,818774725933
19,28442813971229
19,8089898324670
19,11236597153725
19,584669287213
19,3878273505725
19,25855054124765
19,7008361671021
19,4007813945388
19,7678376717981
19,3582463653933
19,3661612337885
19,14552534982714
19,175444770093
19,580138228925
19,1976060797645
19,11767839052813
19,6129211260765
19,9216429601725
19,1635453664541
19,2084184057821
19,10101501919517
19,5520650705133
19,1163926011517
19,11195789979421
19,15805592400333
19,27548057776814
19,20424297144420
19,2935967762749
19,5172799977069
19,1700695525277
19,15199994314669
19,6418045414253
19,15257929939725
19,10925609602765
19,2785507360812
19,2822623936812
19,1576366016285
19,5323884201085
19,7302708600637
19,2090261062509
19,1939390290573
19,5019087141661
19,25744603922125
19,6496611738781
19,6601186398920
19,11420616906252
19,3309062677869
19,12344644309869
19,407225692269
19,14210185725341
19,5142278616925
19,8094758675245
19,4112610388765
19,8506958381085
19,1271201175837
19,10415896236141
19,2250976321773
19,7956081276125
19,447233964909
19,9105919813869
19,4531776759245
19,10522655493917
19,2497319285053
19,7940078377165
19,15868856893677
19,4391622379165
19,1660096928109
19,23667957013293
19,6284878082317
19,1955669293885
19,9630612757085
19,2862218044260
19,23877969814525
19,3605662368781
19,21639409293933
19,6097059480221
19,10008137817997
19,15513671356061
19,3350011479693
19,2292681712812
19,770412872861
19,14715653287213
19,4651460737932
19,8885898458029
19,7503994524333
19,1336946836621
19,28738050515672
19,46033791086733
19,5000970365325
19,19663212645149
19,12233896210029
19,6196024638253
19,26464029218141
19,1129148367152
19,2480326624812
19,13558613492589
19,1264281666461
19,2983009118253
19,8473548801453
19,162225238893
19,8238402518508
19,1950418690397
19,1102473921200
19,1156924373197
19,1020609993437
19,6042196357933
19,39006423644045
19,22837459930397
19,2076649652813
19,11537799224973
19,11854223233773
19,1725790841709
19,192757059373
19,20996813283944
19,9916007279469
19,5423199344285
19,4723728418573
19,856496372589
19,4579856610669
19,10658627645677
19,6663240749869
19,3996966256749
19,2880463934412
19,1996343267853
19,2096505097565
19,3778361412925
19,5542063648285
19,6112772088973
19,3828320462845
19,12185936239485
19,1396920754317
19,12388215877773
19,6416949227645
19,14192295183373
19,30160916916125
19,12649659528813
19,5299159674973
19,7208548589421
19,110713733021
19,2776970199245
19,7072867085981
19,17628861419033
19,9224571561069
19,621234041501
19,899570915693
19,11522051694525
19,2052993175164
19,7698450518637
19,1285734533325
19,4078901623885
19,8707824401133
19,15924943193709
19,2701927327133
19,5026821205661
19,2246357370093
19,6349201830525
19,12533520699725
19,4317444145373
19,19348887744493
19,717955215230
19,1364235733453
19,27040006387405
19,9161743144173
19,277793075725
19,1550814083949
19,3759504112957
19,44601656539784
19,4148575552738
19,12706652146781
19,13030591840573
19,1176497336893
19,3798510451757
19,5214394033181
19,578214237549
19,2401861914925
19,6568317324733
19,4570449539821
19,28505915899053
19,2053429774701
19,6974814998029
19,5520744830829
19,3980032613149
19,1128160597869
19,2209858029005
19,5120777659085
19,3026714700909
19,6399381789341
19,16275302305725
19,5944489524605
19,10805640661869
19,6391161004925
19,5732613200941
19,7168563963725
19,2506333299101
19,18844436048173
19,7942614080514
19,41386484381
19,11280699339645
19,23935112620045
19,7912201321805
19,4103628136941
19,8388208961725
19,27666470729373
19,3921961280973
19,2293307655405
19,2037744607725
19,2517063224125
19,702285980989
19,1010984654408
19,27161867730733
19,1982522339533
19,4482001790445
19,24441166162893
19,3876403854957
19,2154133710893
19,2411660690989
19,16218008076589
19,2256884956061
19,2643852615997
19,49217795381789
19,2380057665101
19,27221884061
19,2219884893533
19,9679715803805
19,7766261370893
19,3558458898285
19,12505538602029
19,20583523813325
19,1254702407277
19,5538690695325
19,6952145341677
19,15067490951261
19,5794505778765
19,5993891421565
19,5460940080621
19,359961440925
19,10293484515101
19,5733352459629
19,17766333056493
19,18488599647773
19,23261214605101
19,9124370287053
19,14807910308589
19,3151753814605
19,1659376701341
19,11786417475949
19,11094200126125
19,5569036655677
19,3244032201405
19,6400352602093
19,1934615459093
19,384482478557
19,892225969261
19,6579918045293
19,5615120668061
19,4285537527149
19,8639750908381
19,4626752341661
19,2563343037133
19,2380982004157
19,9286196415517
19,5210492460701
19,2190743639277
19,18061133425213
19,13460676682045
19,39203154290685
19,5993070484461
19,16843574083053
19,1601415748525
19,5814899142397
19,8043913962365
19,20870924415597
19,4635776573453
19,9669576233633
19,5538893583101
19,15218243476925
19,36035777788477
19,5030947141085
19,17325658929821
19,2481707594573
19,7228205333997
19,13573535597981
19,6868602196061
19,7525796821869
19,23236753406829
19,7985471626157
19,3148162846525
19,96300377709
19,4550439286717
19,794470369165
19,4419599567261
19,1506960450861
19,64886434697677
19,231724577677
19,8362480884493
19,7135108955853
19,2555109562845
19,1220262377693
19,4921892570221
19,1678246616093
19,18559080623533
19,2805785776268
19,4538363854045
19,3096800702237
19,108276659565
19,6016483974093
19,2864705646525
19,4549515248013
19,6167797938509
19,20026628486029
19,14068636135133
19,8210601062685
19,726134981021
19,4409597845661
19,10186082041965
19,2936934145309
19,2018749296013
19,11682625430237
19,3701264707484
19,1362724212013
19,1064099611453
19,14546075899597
19,8207517724141
19,9627017243293
19,5473500104892
19,10917212685005
19,23747452263021
19,4602315702941
19,9703227959069
19,9116083650461
19,9775905547629
19,7766974475853
19,4138857549341
19,3759456073965
19,1224490207533
19,2416472786333
19,1277220004653
19,9364594895261
19,21570578648445
19,2493076992109
19,2698850521245
19,8654688100685
19,4240305867533
19,4414593484957
19,9508496305165
19,496084230765
19,11462087255245
19,17378541080493
19,1159008596589
19,15420646079033
19,5323705942173
19,15393694045741
19,43809509721869
19,2948292857245
19,298628898285
19,36081600176941
19,2621649544925
19,10516580083405
19,21431864747532
19,1882535840301
19,11079287868813
19,3272899482653
19,2767170533677
19,1921652627773
19,294763431581
19,4671191204845
19,10714589010829
19,29455386007597
19,3232875932493
19,2178663308557
19,4650783505181
19,6177468065725
19,1908448402973
19,2718689816301
19,11446805576525
19,8174668150813
19,574771776205
19,451824856781
19,17298018286141
19,2128486203085
19,2842218742813
19,2620875928784
19,1591961998572
19,6738197634669
19,4230907628189
19,5524255027325
19,6687449993245
19,9050090418765
19,5618286222189
19,1264993350525
19,4513505521117
19,17125694104397
19,2692563502280
19,9968912655437
19,2981851186205
19,4309978752013
19,17995978914925
19,2208422935597
19,13603982280221
19,4978190312285
19,11805753981757
19,4159816325613
19,19920592574061
19,7450425168285
19,29005849550413
19,15256034591533
19,16645264035421
19,14192319962413
19,2364640741341
19,7229219674685
19,24495932941501
19,15158810487405
19,63702938333
19,24793611057821
19,1622664601293
19,3866594993997
19,3318861453933
19,6577475582829
19,2907046574093
19,27184755228925
19,14262917180173
19,2340781829693
19,3074762599501
19,7882213531213
19,14638778868605
19,16120074494829
19,1540356064125
19,6002751548172
19,26340101054509
19,7599268743277
19,2750348124285
19,8422829988045
19,826110026445
19,3800023625133
19,29592427244973
19,36115749205869
19,13166211228909
19,2263001249101
19,6797797798957
19,95709868875213
19,637303043532
19,18078174421549
19,13690858270253
19,6717037951789
19,3917743068173
19,146973653133
19,35795520568973
19,32325452411325
19,3227536239981
19,14208584699005
19,6733583609917
19,24246884667325
19,11461306328493
19,19963447842877
19,411341230893
19,10473856628685
19,7850667300372
19,4500288981885
19,12072889903901
19,12153698783533
19,829168868973
19,929080571532
19,3052939866477
19,5353994639261
19,33305451579421
19,6130342836925
19,3992784911074
19,9576348161245
20,18434000123221
20,12400234785621
20,72467473513621
20,32981002993621
20,230321293766421
20,35255982481221
20,26817129454021
20,47280971581221
20,57464295193221
20,242368367580021
20,5350107139621
20,82161112717221
20,11814702044821
20,6621323083621
20,6261129451221
20,12473524981621
20,8056885861221
20,9339161228821
20,94151005487221
20,47241708415221
20,17455920858421
20,84824897695221
20,52762603357221
20,38511961724821
20,32247777265221
20,7375786892821
20,102238737229221
20,1860864523621
20,602753360155621
20,130653753116821
20,18834360486421
20,12754122221621
20,32042034160021
20,18872174254021
20,26031147952821
20,118932131485221
20,761772006605621
20,6631392391621
20,198939345181221
20,142792472815221
20,6956485177221
20,14895058742421
20,43144385728021
20,16436732785221
20,31642519219621
20,232237641587221
20,11228773639221
20,5529715093221
20,81989776116021
20,27113107975221
20,89957320741221
20,72049426051221
20,108095379559621
20,227892667796021
20,19223762010421
20,161896099558421
20,10264169648821
20,40173796915221
20,80946108036021
20,56012420454421
20,26374086958021
20,10502870416021
20,30184664357621
20,7149298579621
20,12759579942421
20,282347440313621
20,189066298748821
20,41361905196021
20,16062890089621
20,5999294757621
