n,estimate
10,468911
10,370511
10,576211
10,500911
10,438311
10,257011
10,438311
10,88311
10,677011
10,37211
10,180911
10,336811
10,257011
10,408911
10,329811
10,104411
10,716111
10,1181011
10,172311
10,350811
10,130311
10,648311
10,283611
10,298311
10,238811
10,410311
10,278011
10,228311
10,273811
10,596911
10,197711
10,494311
10,158311
10,467011
10,146411
10,203811
10,290611
10,374611
10,516011
10,308811
10,182811
10,213611
10,266811
10,268911
10,186311
10,152011
10,626611
10,341011
10,180911
10,224811
10,1138311
10,494311
10,452911
10,77811
10,312311
10,235311
10,182811
10,144311
10,144311
10,252911
10,354311
10,564311
10,500911
10,509011
10,244911
10,648311
10,200311
10,74311
10,273811
10,186311
10,125711
10,242311
10,196911
10,143611
10,203811
10,270311
10,284311
10,707811
10,418011
10,77811
10,203811
10,480311
10,196911
10,186311
10,791811
10,312311
10,279311
10,480311
10,159311
10,241611
10,194011
10,144311
10,606311
10,317711
10,260911
10,424311
10,634311
10,320011
10,312311
10,215011
10,110011
10,329811
10,156211
10,475411
10,410311
10,149211
10,168811
10,1500211
10,413711
10,754011
10,458611
10,186311
10,942311
10,1404311
10,719011
10,178511
10,828211
10,480311
10,138011
10,354311
10,719011
10,689611
10,381611
10,858311
10,329811
10,329811
10,197711
10,238811
10,438311
10,264011
10,336811
10,241611
10,273811
10,361311
10,354311
10,158311
10,298311
10,270311
10,572011
10,238811
10,900311
10,648311
10,732311
10,564311
10,591611
10,634311
10,341011
10,180911
10,223411
10,185611
10,412911
10,293711
10,235311
10,173011
10,186311
10,312311
10,110011
10,266811
10,350811
10,77811
10,238811
10,88911
10,312311
10,149711
10,214311
10,18311
10,530011
10,130311
10,428111
10,52911
10,816311
10,329811
10,214311
10,1194311
10,98811
10,581811
10,273811
10,466311
10,196911
10,224811
10,214311
10,236011
10,228311
10,329811
10,306011
10,180911
10,250011
10,494311
10,389311
10,339611
10,245811
10,298311
10,418011
10,354311
10,311611
10,231811
10,228311
10,223411
10,606311
10,476811
10,270311
10,518811
10,186311
10,298311
10,214311
10,548911
10,418011
10,298311
10,476811
10,242311
10,241611
10,216911
10,487311
10,214311
10,356911
10,312911
10,970311
10,746311
10,130311
10,131011
10,356911
10,164911
10,213611
10,507611
10,186311
10,194011
10,224811
10,518811
10,144311
10,228311
10,194011
10,324211
10,524111
10,480311
10,374611
10,182811
10,228311
10,186311
10,341011
10,362011
10,495311
10,507611
10,340911
10,228311
10,156211
10,651811
10,149711
10,214311
10,317211
10,241611
10,564311
10,306011
10,152011
10,354311
10,88311
10,396311
10,186311
10,270311
10,642011
10,365711
10,260911
10,228911
10,214311
10,158311
10,164111
10,500911
10,1320311
10,161811
10,776411
10,171611
10,428111
10,507611
10,231811
10,616811
10,77811
10,60311
10,173011
10,189811
10,541211
10,116911
10,260911
10,250011
10,144311
10,148911
10,250011
10,424911
10,410311
10,298311
10,227611
10,518811
10,298311
10,231811
10,404911
10,648311
10,273811
10,244911
10,238811
10,900311
10,203811
10,788911
10,916911
10,206611
10,172311
10,287811
10,140811
10,215011
10,622411
10,213611
10,188411
10,634311
10,340911
10,245811
10,88911
10,148911
10,116911
10,228311
10,301811
10,188411
10,119811
10,564311
10,634311
10,494311
10,242311
10,244911
10,18311
10,270311
10,644911
10,270311
10,550311
10,156211
10,428111
10,597211
10,500911
10,634311
10,336811
10,509011
10,564311
10,130311
10,152011
10,312311
10,232911
10,942311
10,102311
10,336811
10,228311
10,257011
10,213611
10,228311
10,717611
10,268911
10,178511
10,236011
10,186311
10,231811
10,184911
10,326311
10,584611
10,550311
10,480311
10,507611
10,350811
10,228911
10,382311
10,412911
10,82511
10,326311
10,410311
10,130311
10,273811
10,98811
10,222011
10,223411
10,606311
10,418011
10,312911
10,341011
10,236011
10,317211
10,328411
10,231811
10,352911
10,312311
10,340911
10,546811
10,647611
10,250011
10,634311
10,298311
10,425011
10,173011
10,329811
10,312311
10,317211
10,942311
10,564911
10,109311
10,564311
10,172311
10,938811
10,340911
10,180911
10,339611
10,266811
10,381611
10,740911
10,228311
10,372911
10,77811
10,89011
10,298311
10,260911
10,451611
10,228311
10,56811
10,60311
10,126811
10,214311
10,732311
10,161811
10,188411
10,354311
10,89011
10,268911
10,350811
10,447311
10,231811
10,194011
10,550311
10,888911
10,238811
10,350811
10,257011
10,194011
10,341011
10,739311
10,60311
10,294811
10,370511
10,448911
10,410311
10,466311
11,3562252
11,2961124
11,3172269
11,1706596
11,3006741
11,152109
11,2330109
11,5257341
11,177277
11,1168509
11,4211901
11,536405
11,877141
11,2260413
11,1510576
11,847375
11,2028940
11,177277
11,3027069
11,4246749
11,1758868
11,3596253
11,1139469
11,1079332
11,5495469
11,1426723
11,211157
11,2159741
11,2300101
11,866493
11,896501
11,3288429
11,541245
11,674829
11,1227557
11,808413
11,2425941
11,2643741
11,1261437
11,1313709
11,2116181
11,1128821
11,1268213
11,674829
11,3606901
11,790989
11,5205069
11,1284669
11,549957
11,4521661
11,907149
11,1546029
11,2051325
11,448317
11,3274756
11,974788
11,1361141
11,828741
11,588193
11,262461
11,838421
11,2193621
11,1563453
11,657405
11,1020526
11,465741
11,1952589
11,4649437
11,2910909
11,1662189
11,2000021
11,721293
11,514141
11,1429869
11,1152295
11,2039709
11,2934141
11,5262181
11,1226589
11,651597
11,3584637
11,1952589
11,861653
11,1612821
11,1076065
11,2193621
11,1032021
11,849069
11,1419100
11,1435677
11,1342749
11,799701
11,680637
11,215997
11,1510576
11,1778349
11,1313709
11,1532477
11,2562550
11,601261
11,564477
11,2159741
11,2934141
11,1045573
11,1304755
11,1052349
11,2794749
11,4362909
11,1228525
11,1739266
11,1145277
11,2910909
11,1602052
11,1482141
11,1487949
11,1578941
11,1173349
11,2074557
11,683541
11,3282621
11,2475309
11,1342749
11,687292
11,2190717
11,471549
11,1145277
11,1651541
11,3692932
11,936189
11,2388189
11,4086061
11,3699466
11,1052349
11,7619866
11,1390181
11,152109
11,954581
11,1869341
11,2074557
11,2196646
11,2242989
11,5263149
11,1081389
11,1354365
11,1546029
11,1578941
11,1366828
11,1772541
11,1012661
11,990397
11,791836
11,123069
11,1602052
11,138436
11,7121709
11,761949
11,308925
11,1168509
11,2475309
11,384429
11,1052349
11,308925
11,1052349
11,1419100
11,888757
11,936189
11,877141
11,3282621
11,1533445
11,1214973
11,2591469
11,877141
11,1196581
11,7615389
11,471549
11,1390181
11,1435677
11,518013
11,1354365
11,1168509
11,1457941
11,233421
11,1554741
11,3248620
11,2915386
11,2000021
11,1313709
11,1778349
11,861653
11,1032021
11,1024277
11,1493757
11,849069
11,384429
11,1865469
11,1075581
11,1651541
11,3747261
11,1796741
11,102741
11,2707629
11,2475309
11,1342749
11,4560381
11,2280741
11,459933
11,1304755
11,998141
11,610941
11,1264341
11,1216546
11,1288541
11,1005885
11,3985389
11,1118536
11,1487949
11,1516989
11,3724029
11,3236157
11,1424061
11,3404589
11,1627341
11,1342749
11,2010669
11,843261
11,1109461
11,2271061
11,2498541
11,2474341
11,2281588
11,1156893
11,3023197
11,2522741
11,3956349
11,1923549
11,536405
11,1691229
11,1240141
11,1778349
11,2910909
11,6192429
11,1341781
11,1335247
11,1667997
11,948652
11,2143285
11,1477906
11,2010669
11,2707629
11,2230405
11,3030941
11,1268213
11,1662189
11,773565
11,1994092
11,599325
11,1313709
11,1118536
11,1105589
11,773565
11,414437
11,5379309
11,1837276
11,413469
11,1119141
11,5872989
11,1691229
11,877141
11,1303061
11,1114180
11,6806141
11,3321341
11,1032021
11,1146245
11,1226589
11,1085866
11,645789
11,739685
11,616749
11,2193621
11,4211901
11,1845141
11,699029
11,1554741
11,2174261
11,2799589
11,1262284
11,378621
11,2010669
11,1361141
11,494781
11,2910909
11,616749
11,1758868
11,308925
11,2425941
11,645789
11,1110429
11,471549
11,1487949
11,236446
11,1571560
11,308925
11,1593461
11,1706596
11,6070461
11,1651541
11,238261
11,313765
11,1183876
11,645789
11,1578941
11,1190410
11,1498597
11,942965
11,843261
11,1546029
11,1865469
11,2504349
11,2580821
11,906181
11,645789
11,901341
11,1563453
11,335061
11,2475309
11,1482141
11,2707629
11,1186901
11,102741
11,732909
11,2062941
11,628486
11,1482141
11,1563453
11,2388189
11,2475309
11,787117
11,1005885
11,901341
11,828741
11,308925
11,3869229
11,4304829
11,1114180
11,384429
11,929413
11,1114180
11,1046541
11,1191741
11,1197549
11,4072509
11,1633149
11,1370821
11,3781141
11,1972917
11,878109
11,1288541
11,471549
11,1546029
11,335061
11,2915386
11,702901
11,7517500
11,994269
11,1417285
11,3956349
11,2348501
11,1546029
11,2731829
11,860685
11,1052349
11,753237
11,1772541
11,1429869
11,116293
11,773565
11,634173
11,2998029
11,5574724
11,2028093
11,2213949
11,3023197
11,4046373
11,1457941
11,1128821
11,1191741
11,1012661
11,3172269
11,3626261
11,727101
11,1227557
11,4217709
11,1878053
11,1911933
11,1512149
11,1714461
11,974788
11,378621
11,889846
11,5160541
11,1146245
11,1966141
11,1197549
11,1778349
11,3840189
11,4315840
11,1283701
11,500589
11,866493
11,1347226
11,1647790
11,1627341
11,1435677
11,1778349
11,2132637
11,1139469
11,907149
11,930381
11,1546029
11,847375
11,268269
11,1342749
11,2939949
11,907149
11,1966141
11,930381
11,1313709
11,4482941
11,1769637
11,756141
11,849069
11,4482941
11,499621
11,1972917
11,1146245
11,2692141
11,1482141
11,1209165
11,239229
11,1935165
11,2028940
11,1261437
11,1429869
11,848101
11,2910909
11,355389
11,7046205
11,2271061
11,425932
11,2159741
11,1429869
11,2837341
11,558669
11,1868857
11,177277
11,1005885
11,1607013
11,384429
11,1118536
11,4682349
11,2348501
11,1079332
11,465741
11,2813141
11,1966141
11,722261
11,6275677
11,1045573
11,922516
11,494781
11,2116181
11,959421
11,1191741
11,902309
11,7150749
11,347524
11,5843949
11,773565
11,959421
11,1392964
11,1593461
11,1264341
11,1191741
11,308925
11,1470525
11,936189
11,1081389
11,1865469
11,817972
11,954581
11,2333860
11,1017501
11,1314556
11,2010669
11,2696981
11,4304829
11,1894509
11,2686696
11,965229
11,1493757
11,3718221
11,3454441
11,1045573
11,787117
11,1020526
11,2748285
11,849069
11,1168509
11,4839165
11,2213949
11,1941941
11,1264341
11,2981815
11,1563453
11,1795773
11,2190717
11,2290421
11,2794749
11,1535381
11,896501
11,4602005
11,1240141
11,1240141
11,907149
11,3122901
11,1268213
11,3568786
11,211157
11,2475309
11,2716341
11,893113
11,1081389
11,1392964
11,1392964
11,2193621
11,2982541
11,2817981
11,2388189
11,268269
11,1313709
11,1429869
11,272141
11,2193621
11,4333869
11,3114189
11,509301
11,1609917
11,2038741
11,2098636
11,504340
11,2522741
11,556612
11,727101
11,548021
11,1347226
11,645789
11,315701
11,760981
11,2910909
11,756141
11,3078736
11,707741
11,2707629
11,3097733
11,2853797
11,693826
11,1675741
11,380557
11,1604109
11,3418141
11,2213949
11,2330109
11,1186901
11,384429
11,1981629
11,1566357
11,1803517
11,1546029
11,907149
11,1917741
11,1053196
11,902309
11,2509189
11,4768501
11,954097
11,1517110
11,1477906
11,1210012
11,1603141
11,1778349
11,5373501
11,1709621
11,471549
11,2306877
11,610941
11,765700
11,722261
11,994269
11,1283701
11,1037950
11,1691229
11,2193621
11,1081389
11,1493757
11,799701
11,2306877
11,3229381
11,3568786
11,3404589
11,657405
11,3587541
11,1516989
11,5379309
11,3158717
11,1137049
11,849069
11,1197549
11,2074557
11,1545061
11,889846
11,1883861
11,1342749
11,335061
11,1168509
11,1758868
11,1216546
11,326349
11,1390181
11,1139469
11,3372766
11,1159797
11,1342749
11,1633149
11,2539197
11,780341
11,1842237
11,1288420
11,1691229
11,2725053
11,959421
11,6675461
11,169533
11,1769637
11,494781
11,1651541
11,1516989
11,998141
11,262461
11,1602052
11,582748
11,1493757
11,1477906
11,1516989
11,2294656
11,1778349
11,2731829
11,1487949
11,563146
11,828741
11,2428845
11,2162645
11,2910909
11,4208997
11,1554741
11,3429757
11,3979581
11,1894509
11,656800
11,854877
11,1557645
11,1433741
11,790989
11,1342749
11,577061
11,1952589
11,1608586
11,761949
11,1268213
11,1523644
11,1075581
11,1283701
11,5030829
11,3341669
11,1667997
11,2242989
11,1894509
11,5030829
11,1758868
11,1516989
11,1296285
11,1803517
11,1675741
11,3577861
11,2193621
11,1392964
11,384429
11,1709621
11,4583613
11,1216546
11,1312741
11,2707629
11,1139469
11,169533
11,599325
11,504340
11,1516989
11,1210012
11,2722633
11,1566357
11,1482141
11,1168509
11,645789
11,1186901
11,2571141
11,1496661
11,2333860
11,2159741
11,2306877
11,1661221
11,1545061
11,1633149
11,907149
11,3248620
11,2707629
11,990397
11,683541
11,618685
11,2010669
11,2184909
11,4798509
11,6024965
11,1254661
11,680637
11,308925
11,1191741
11,1032021
11,5058901
11,1168509
11,355389
11,838421
11,2655357
11,301786
11,912957
11,384429
11,3520749
11,1470525
11,761949
11,518013
11,2359149
11,1017501
11,838421
11,2132637
11,1563453
11,3631101
11,2887677
11,878109
11,756141
11,843261
11,1094941
11,2425941
11,2256541
11,2488861
11,1803517
11,1264341
11,2237181
11,308925
11,123069
11,2794749
11,1661221
11,1264341
11,2230405
11,2193621
11,558669
11,1226589
11,828741
11,2486320
11,993301
11,994269
11,3510101
11,1024277
11,1123981
11,2159741
11,2251701
11,2121021
11,796797
11,1238205
11,1647790
11,3158717
11,1691229
11,1869341
11,2658261
11,3374581
11,780341
11,558669
11,1477906
11,866493
11,2609861
11,4091506
11,2425941
11,3242086
11,2748285
11,1853853
11,994269
11,3471381
11,2251701
11,965229
11,494781
11,606101
11,1706596
11,2516812
11,1482141
11,628486
11,994269
11,732909
11,2939949
11,2600665
11,5631957
11,1313709
11,2475309
11,644821
11,1419100
11,5379309
11,1566357
11,848101
11,1118536
11,1578941
11,969343
11,1602052
11,8167149
11,3316501
11,790989
11,1288541
11,308925
11,1046662
11,1244981
11,211157
11,1268213
11,2571141
11,541245
11,587709
11,1347226
11,906181
11,1769637
11,1349525
11,753237
11,1370821
11,494781
11,3483844
11,5379309
11,780341
11,1888701
11,2388189
11,4653309
11,2213949
11,308925
11,922637
11,3369741
11,2359149
11,3520749
11,1151206
11,4101549
11,367126
11,1662189
11,7901917
11,893113
11,2887677
11,906181
11,1342749
11,796797
11,2062941
11,2388189
11,2058101
11,3369741
11,1662189
11,1516989
11,799701
11,2190717
11,1609917
11,7069437
11,1533445
11,2458006
11,959421
11,4682349
11,753237
11,866493
11,959421
11,2881869
11,4130589
11,2237181
11,1342749
11,2736669
11,2196646
11,3224541
11,2856580
11,1331133
11,657405
11,936189
11,702901
11,1092037
11,1197549
11,651597
11,3122901
11,1554741
11,1094941
11,978781
11,2280741
11,2074557
11,556612
11,2004861
11,1706596
11,922516
11,2190717
11,922637
11,727101
11,4281597
11,1864501
11,1145277
11,3587541
11,1304755
11,308925
11,2280741
11,1197549
11,2562429
11,4101549
11,761949
11,902309
11,1532477
11,558669
11,949741
11,1118536
11,2696981
11,790989
11,702901
11,901341
11,1758868
11,773565
11,1159797
11,1238205
11,1546029
11,3468477
11,3563341
11,2154901
11,7247428
11,1603141
11,500589
11,269116
11,1835461
11,765700
11,384429
11,3030941
11,2475309
11,2650517
11,1894509
11,4211901
11,1094941
11,3606901
11,5205069
11,998141
11,238261
11,1865469
11,3172269
11,1523644
11,610941
11,1803517
11,2732434
11,2272029
11,965229
11,281821
11,936189
11,974788
11,1227557
11,645789
11,1168509
11,1396957
11,3800501
11,1795773
11,843261
11,1313709
11,973941
11,556612
11,1264341
11,1772541
11,3588388
11,1825781
11,1510576
11,2280741
11,471549
11,452068
11,1477301
11,384429
11,2934141
11,994269
11,3519781
11,2237181
11,1602052
11,1777381
11,1000077
11,1961301
11,1516989
12,9037165
12,6491821
12,15414781
12,6379069
12,18009373
12,10051357
12,4497277
12,4002205
12,8220685
12,15088189
12,16612285
12,1875469
12,16557853
12,1416685
12,11214445
12,5094733
12,2116525
12,7924477
12,10535197
12,26416525
12,12257725
12,7787821
12,8018509
12,18399037
12,10864957
12,2873389
12,25397869
12,16587661
12,44690125
12,7334221
12,3555085
12,13560637
12,6311677
12,2360173
12,20071309
12,3080749
12,6605869
12,2913565
12,12684109
12,12693181
12,2958925
12,16249405
12,15478285
12,5506861
12,2414605
12,6633085
12,6714877
12,15534877
12,18810877
12,9153805
12,4094077
12,13845325
12,4147357
12,22926397
12,5467981
12,19511437
12,20377165
12,20549533
12,1765597
12,3892477
12,12559693
12,9590557
12,2536429
12,12645229
12,10467949
12,9482557
12,3503245
12,7113901
12,4505917
12,12983485
12,16394557
12,5290429
12,21237709
12,6161341
12,4869229
12,19012477
12,11402077
12,28097437
12,2323885
12,10579405
12,10460173
12,4147357
12,21420445
12,7014109
12,8002957
12,21012205
12,2414605
12,5491309
12,3321805
12,8066461
12,3457885
12,6774349
12,19884685
12,4637245
12,8640589
12,8901085
12,2562349
12,14888605
12,2414605
12,6596797
12,8447485
12,13772749
12,4591885
12,17111245
12,11406253
12,8539357
12,10696477
12,1688845
12,6180781
12,11712109
12,8765005
12,31581085
12,16122397
12,13890685
12,9445405
12,6464317
12,6769165
12,9536125
12,27008797
12,25684285
12,7513069
12,8841757
12,6960973
12,3306253
12,4854973
12,2759341
12,20531389
12,8904973
12,2313517
12,10397965
12,22055485
12,8640589
12,15600109
12,19682509
12,6605869
12,4147357
12,5841229
12,6406285
12,15937069
12,14239309
12,9962509
12,4161613
12,2985277
12,2414605
12,7321261
12,5656477
12,6796381
12,20817805
12,23057293
12,21284365
12,9335677
12,5943613
12,11883181
12,5508157
12,6605869
12,7824109
12,25276045
12,6868957
12,17349709
12,33440845
12,9031981
12,13680157
12,1806781
12,3538237
12,17755357
12,3603037
12,4169389
12,6960973
12,7132045
12,10001389
12,3457885
12,8220685
12,10534045
12,9068269
12,18562765
12,9056317
12,6311677
12,8628925
12,10397965
12,2641405
12,3222013
12,6179485
12,23461645
12,15171997
12,600205
12,12039997
12,4546525
12,5548333
12,6471085
12,3775405
12,3185725
12,9335677
12,15016909
12,16665421
12,4637245
12,3096157
12,10996717
12,10639021
12,3140365
12,6633085
12,4047565
12,20957773
12,8356765
12,4047565
12,12756685
12,2777485
12,15414781
12,5505277
12,11113357
12,11668045
12,19170589
12,34030525
12,17085325
12,15251485
12,4988461
12,15979837
12,23750077
12,9882157
12,9280813
12,10733629
12,14239309
12,11664157
12,2995213
12,14472589
12,7685437
12,4497277
12,22077517
12,7629709
12,1688845
12,12523837
12,6866077
12,7194253
12,8901085
12,8378077
12,6995965
12,31424269
12,25366765
12,3489277
12,6814525
12,6821005
12,8501917
12,6052477
12,3096157
12,4575037
12,3684685
12,1797709
12,21102925
12,7470877
12,12393805
12,11386813
12,20241085
12,2987437
12,4869229
12,4682605
12,6406285
12,23801917
12,23198557
12,2466445
12,10093117
12,8376637
12,11386813
12,3376237
12,1425757
12,7894093
12,8630077
12,6657709
12,14659213
12,4850077
12,25809997
12,9591853
12,7540285
12,5499085
12,11754877
12,12312157
12,7194253
12,5413549
12,5654605
12,6315565
12,17700925
12,9536125
12,18904909
12,15931885
12,3287677
12,4002205
12,14072125
12,1534621
12,2632477
12,9280813
12,15615661
12,8583565
12,4003357
12,2069869
12,13115677
12,18923053
12,13569277
12,14044909
12,2958925
12,3459037
12,3858349
12,14797885
12,10397965
12,14598301
12,2108749
12,8282893
12,9954733
12,5417437
12,14026765
12,7194253
12,5589805
12,7494925
12,1779565
12,4854973
12,35342077
12,10156909
12,2369245
12,61414717
12,11849485
12,4682605
12,3058717
12,6859885
12,6657709
12,53680477
12,4682605
12,21517645
12,17411917
12,15125773
12,5045485
12,10771213
12,13890685
12,11986861
12,3338077
12,418765
12,9771997
12,6813229
12,21130141
12,1875469
12,4201789
12,2895421
12,12470557
12,12186445
12,13801261
12,2155405
12,5680525
12,2746381
12,10118029
12,18381325
12,2225389
12,4830349
12,2895421
12,7813597
12,3438877
12,2069869
12,6883213
12,8772781
12,6422557
12,6360925
12,32896525
12,3657469
12,4869229
12,2024509
12,3964477
12,5499085
12,35663485
12,9962509
12,7086685
12,10467949
12,21237709
12,8447485
12,3548605
12,3388477
12,19488109
12,10086925
12,9931405
12,836077
12,3503245
12,6180781
12,6633085
12,3603037
12,4055341
12,20291629
12,12475453
12,5983789
12,19371469
12,1828813
12,7979629
12,20332957
12,11277949
12,2363197
12,7062061
12,12204589
12,7249981
12,2575309
12,4117549
12,22273213
12,18027517
12,3648397
12,2582077
12,12956269
12,23290573
12,17198077
12,12529885
12,12712621
12,15414781
12,4782397
12,1876477
12,22109917
12,868477
12,10786765
12,5495197
12,4818685
12,4003357
12,14026765
12,17111245
12,4117549
12,4114957
12,6923389
12,7321261
12,11393293
12,17111245
12,12475453
12,3338077
12,8962717
12,19234093
12,10553485
12,5317645
12,3330877
12,32862829
12,2691949
12,6451645
12,9037165
12,7132045
12,8376637
12,13367677
12,5226925
12,2481997
12,11169085
12,25292317
12,7470877
12,6982717
12,7629709
12,11804125
12,7957597
12,3766333
12,18172669
12,10460173
12,5050669
12,17948461
12,5861965
12,9965101
12,6723805
12,17621869
12,5680525
12,18866029
12,2575309
12,6106909
12,5317645
12,16105549
12,14371501
12,15988909
12,2958925
12,5617021
12,2497549
12,14472589
12,2369245
12,9738877
12,9029389
12,28043005
12,5136205
12,23383885
12,8126077
12,9280813
12,4814797
12,7118077
12,16946077
12,13119565
12,20576317
12,5506861
12,5706877
12,3548605
12,4274365
12,24668221
12,7249981
12,32948365
12,11123725
12,22735885
12,2686765
12,1697917
12,17755357
12,4832941
12,7268125
12,12410077
12,14425933
12,6294829
12,4083997
12,2514397
12,12693181
12,3308845
12,3593965
12,11878717
12,12295309
12,19333885
12,6968749
12,15088189
12,3866125
12,13210285
12,5656477
12,2363197
12,3866125
12,4274365
12,12529885
12,11169085
12,3158509
12,1603309
12,4985869
12,9862717
12,11849485
12,10545277
12,10679197
12,16999789
12,12348445
12,25103677
12,7993885
12,2621965
12,4682605
12,12167005
12,12359677
12,10079149
12,12312157
12,9536125
12,27445549
12,22926397
12,3494173
12,14970253
12,8456557
12,12684109
12,9445405
12,4908109
12,21898669
12,6179485
12,14577277
12,40253917
12,14511469
12,12212365
12,7948525
12,3766333
12,7487149
12,3858349
12,8290669
12,5303677
12,3469549
12,8946445
12,4801837
12,9068269
12,781645
12,4971037
12,8901085
12,11926237
12,7520845
12,17785165
12,19170589
12,23554957
12,8640589
12,25086829
12,6136717
12,29086285
12,2261677
12,12684109
12,16204045
12,3469549
12,7147597
12,2242237
12,1153597
12,16612285
12,8653117
12,31635517
12,5514637
12,12606349
12,1070077
12,9573709
12,6596797
12,18951565
12,4954765
12,5265805
12,20110189
12,5453725
12,4419517
12,22055485
12,15314989
12,19884685
12,1589053
12,12800317
12,3469549
12,6121165
12,17102173
12,2614189
12,973453
12,5598877
12,2662717
12,20343469
12,9318397
12,7995181
12,5548333
12,12489709
12,5508157
12,1870285
12,9046237
12,8126077
12,555997
12,15918925
12,6043405
12,14652733
12,8174029
12,11849485
12,6723805
12,4348237
12,8220685
12,15931885
12,12575245
12,16280797
12,4488205
12,7824109
12,16267549
12,7505293
12,16521565
12,19333885
12,15314989
12,3548605
12,22812637
12,868477
12,34620205
12,17349709
12,3004285
12,3987517
12,8407309
12,7046509
12,11271469
12,9581485
12,11386813
12,5505277
12,14797885
12,4497277
12,16666717
12,10715485
12,31581085
12,14217277
12,14924893
12,1353181
12,7924477
12,20584525
12,43741453
12,5662381
12,12584317
12,10786765
12,15561229
12,2242237
12,8946445
12,3548605
12,3788365
12,10951357
12,3676477
12,2351101
12,3682093
12,6471085
12,6074509
12,3866125
12,9862717
12,8658733
12,4419517
12,10746877
12,4265293
12,21728317
12,2895421
12,10026013
12,6587725
12,11767837
12,8901085
12,1039837
12,3150733
12,15211309
12,9890077
12,3866125
12,21783325
12,3237277
12,12515629
12,6814525
12,30927901
12,10216525
12,7948525
12,8120893
12,1688845
12,5606077
12,5635165
12,6324637
12,6179485
12,10312429
12,15359053
12,48681805
12,30964189
12,3775405
12,3338077
12,12212365
12,6105613
12,6379069
12,6513277
12,4558189
12,8220685
12,16533229
12,11654077
12,19214077
12,14489437
12,9173245
12,6360925
12,5421325
12,7957597
12,5508157
12,7313485
12,39316909
12,13663885
12,11956477
12,7321261
12,9218605
12,19488109
12,5680525
12,25457485
12,25579309
12,9771997
12,18354109
12,11767837
12,6916909
12,3607357
12,6424429
12,4229437
12,8220685
12,12030925
12,13267309
12,8501917
12,12847405
12,11865757
12,9965101
12,8356765
12,16486717
12,7202029
12,8841757
12,4130509
12,12584317
12,11999821
12,19993549
12,2251309
12,21813133
12,9989725
12,12637453
12,5725885
12,11754877
12,23215405
12,47034877
12,4682605
12,8811661
12,8556349
12,4265293
12,963085
12,1999885
12,13259533
12,2481997
12,20071309
12,5635165
12,23198557
12,7704877
12,4262701
12,2414605
12,1876477
12,8653117
12,5508157
12,7862989
12,2575309
12,11123725
12,9309325
12,1643485
12,29267725
12,13811629
12,10397965
12,9590557
12,28768765
12,5934541
12,7846717
12,19932637
12,5127133
12,6346669
12,9574717
12,10192477
12,2835517
12,5802349
12,4656685
12,989005
12,7132045
12,3495469
12,5491309
12,11859853
12,5680525
12,5548333
12,8793517
12,10880077
12,9173245
12,14879677
12,18962077
12,9495949
12,30719245
12,6866077
12,18571837
12,15850237
12,7857805
12,22554445
12,31417789
12,4147357
12,4854973
12,25230685
12,3858349
12,3080749
12,9536125
12,2895421
12,7793437
12,11302717
12,14797885
12,5154349
12,3489277
12,25918861
12,13072909
12,2414605
12,6406285
12,3049645
12,21043309
12,1153597
12,4003501
12,6179485
12,2691949
12,3457885
12,3184429
12,14735677
12,12575245
12,15305917
12,18744205
12,11675821
12,2481997
12,4963837
12,11141437
12,17621869
12,8964589
12,22382077
12,9664429
12,1507405
12,3306253
12,11078365
12,10276141
12,16612285
12,12693181
12,10080445
12,7287565
12,8465629
12,8991805
12,10001389
12,7249981
12,20195725
12,6821005
12,2500141
12,20377165
12,7767085
12,9534829
12,13801261
12,4201789
12,8687245
12,31898605
12,15033757
12,6406285
12,12186445
12,6179485
12,7576573
12,3625069
12,15383677
12,3185725
12,5680525
12,4363789
12,11169085
12,5290429
12,3330877
12,4729117
12,5794573
12,20576749
12,6074509
12,21198829
12,11129917
12,4854973
12,9536125
12,8126077
12,6821005
12,8084605
12,1922125
12,8990509
12,7268125
12,1697917
12,17038669
12,4534861
12,10795837
12,5680525
12,5491309
12,18276637
12,1070077
12,21354349
12,11999821
12,9527053
12,3217117
12,26486509
12,2414605
12,44241709
12,15088189
12,4455805
12,5152477
12,22554445
12,13999549
12,15432925
12,11486605
12,10534045
12,3866125
12,3049645
12,2686765
12,5050669
12,8229757
12,8018509
12,3041869
12,41066509
12,9309325
12,2380909
12,1208029
12,11078365
12,7823677
12,4497277
12,9067837
12,5317645
12,33622285
12,7668589
12,16612285
12,26512429
12,3503245
12,17292685
12,30274717
12,7370077
12,8126077
12,16992013
12,4558189
12,5706877
12,6422557
12,963085
12,1629229
12,8407309
12,4954765
12,17700925
12,14599597
12,21102925
12,11169085
12,9318397
12,2536429
12,2500141
12,10942285
12,2501437
12,32108557
12,27349645
12,6814525
12,5141389
12,9490765
12,28197229
12,6401101
12,4390717
12,9409117
12,18381325
12,14026765
12,2958925
12,17310829
12,9517117
12,3503245
12,6596797
12,10156909
12,6979117
12,6354445
12,16594141
12,7746349
12,4047565
12,21354349
12,6052477
12,8220685
12,9573709
12,8100157
12,5635165
12,4926253
12,4147357
12,13799965
12,9713677
12,2550685
12,3676477
12,6814525
12,12693181
12,12995149
12,3321805
13,85831903
13,29259153
13,37573953
13,14698113
13,11047713
13,46999421
13,36247303
13,6586113
13,38209393
13,62572433
13,68651363
13,79999713
13,113581703
13,383506813
